doc_id,words,sentences,cluster_id,tokens
['bn/cnn/01/cnn_0159'],"['Holiday', 'shoppers', 'across', 'the', 'U.S.', 'are', 'flocking', 'to', 'malls', 'this', 'weekend', 'to', 'complete', 'their', 'lists', 'and', 'find', 'last', '-', 'minute', 'items', '.']",Holiday shoppers across the U.S. are flocking to malls this weekend to complete their lists and find last - minute items .,3,"(13, 13)"
['bn/cnn/01/cnn_0169'],"['The', 'trial', 'of', 'two', 'Libyans', 'accused', 'of', 'bombing', 'Pam', 'Am', 'Flight', '103', 'over', 'Lockerbie', ',', 'Scotland', ',', 'is', 'entering', 'its', 'final', 'stage', '.']","The trial of two Libyans accused of bombing Pam Am Flight 103 over Lockerbie , Scotland , is entering its final stage .",0,"(3, 15)"
['bn/cnn/01/cnn_0169'],"['The', 'trial', 'of', 'two', 'Libyans', 'accused', 'of', 'bombing', 'Pam', 'Am', 'Flight', '103', 'over', 'Lockerbie', ',', 'Scotland', ',', 'is', 'entering', 'its', 'final', 'stage', '.']","The trial of two Libyans accused of bombing Pam Am Flight 103 over Lockerbie , Scotland , is entering its final stage .",1,"(19, 19)"
['bn/cnn/01/cnn_0169'],"['The', 'trial', 'of', 'two', 'Libyans', 'accused', 'of', 'bombing', 'Pam', 'Am', 'Flight', '103', 'over', 'Lockerbie', ',', 'Scotland', ',', 'is', 'entering', 'its', 'final', 'stage', '.']","The trial of two Libyans accused of bombing Pam Am Flight 103 over Lockerbie , Scotland , is entering its final stage .",2,"(7, 7)"
['bn/cnn/01/cnn_0169'],"['The', 'trial', 'of', 'two', 'Libyans', 'accused', 'of', 'bombing', 'Pam', 'Am', 'Flight', '103', 'over', 'Lockerbie', ',', 'Scotland', ',', 'is', 'entering', 'its', 'final', 'stage', '.']","The trial of two Libyans accused of bombing Pam Am Flight 103 over Lockerbie , Scotland , is entering its final stage .",1,"(0, 15)"
['bn/cnn/01/cnn_0169'],"['The', 'trial', 'resumed', 'in', 'the', 'Netherlands', 'today', 'after', 'a', 'month', '-', 'long', 'delay', '.']",The trial resumed in the Netherlands today after a month - long delay .,1,"(0, 1)"
['bn/cnn/01/cnn_0169'],"['Testimony', 'abruptly', 'came', 'to', 'a', 'close', 'when', 'one', 'of', 'the', 'defendants', 'scrapped', 'plans', 'to', 'take', 'the', 'witness', 'stand', '.']",Testimony abruptly came to a close when one of the defendants scrapped plans to take the witness stand .,0,"(9, 10)"
['bn/cnn/01/cnn_0169'],"['The', 'two', 'men', 'are', 'charged', 'with', 'murder', 'and', 'conspiracy', 'in', 'connection', 'with', 'the', '1988', 'bombing', 'that', 'killed', '270', 'people', '.']",The two men are charged with murder and conspiracy in connection with the 1988 bombing that killed 270 people .,0,"(0, 2)"
['bn/cnn/01/cnn_0169'],"['The', 'two', 'men', 'are', 'charged', 'with', 'murder', 'and', 'conspiracy', 'in', 'connection', 'with', 'the', '1988', 'bombing', 'that', 'killed', '270', 'people', '.']",The two men are charged with murder and conspiracy in connection with the 1988 bombing that killed 270 people .,2,"(12, 18)"
['bn/cnn/01/cnn_0179'],"['President', 'Clinton', 'is', 'going', 'prime', 'time', 'tonight', 'to', 'bid', 'farewell', 'to', 'Americans', 'in', 'a', 'televised', 'address', '.']",President Clinton is going prime time tonight to bid farewell to Americans in a televised address .,1,"(0, 1)"
['bn/cnn/01/cnn_0179'],"['President', 'Clinton', 'is', 'going', 'prime', 'time', 'tonight', 'to', 'bid', 'farewell', 'to', 'Americans', 'in', 'a', 'televised', 'address', '.']",President Clinton is going prime time tonight to bid farewell to Americans in a televised address .,0,"(13, 15)"
['bn/cnn/01/cnn_0179'],"['The', 'speech', 'is', 'being', 'billed', 'as', 'a', 'thank', '-', 'you', 'to', 'the', 'people', 'who', 'twice', 'voted', 'him', 'into', 'the', 'White', 'House', 'and', 'supported', 'him', 'even', 'at', 'his', 'lowest', 'moments', '.']",The speech is being billed as a thank - you to the people who twice voted him into the White House and supported him even at his lowest moments .,1,"(23, 23)"
['bn/cnn/01/cnn_0179'],"['The', 'speech', 'is', 'being', 'billed', 'as', 'a', 'thank', '-', 'you', 'to', 'the', 'people', 'who', 'twice', 'voted', 'him', 'into', 'the', 'White', 'House', 'and', 'supported', 'him', 'even', 'at', 'his', 'lowest', 'moments', '.']",The speech is being billed as a thank - you to the people who twice voted him into the White House and supported him even at his lowest moments .,0,"(0, 1)"
['bn/cnn/01/cnn_0179'],"['The', 'speech', 'is', 'being', 'billed', 'as', 'a', 'thank', '-', 'you', 'to', 'the', 'people', 'who', 'twice', 'voted', 'him', 'into', 'the', 'White', 'House', 'and', 'supported', 'him', 'even', 'at', 'his', 'lowest', 'moments', '.']",The speech is being billed as a thank - you to the people who twice voted him into the White House and supported him even at his lowest moments .,1,"(16, 16)"
['bn/cnn/01/cnn_0179'],"['The', 'speech', 'is', 'being', 'billed', 'as', 'a', 'thank', '-', 'you', 'to', 'the', 'people', 'who', 'twice', 'voted', 'him', 'into', 'the', 'White', 'House', 'and', 'supported', 'him', 'even', 'at', 'his', 'lowest', 'moments', '.']",The speech is being billed as a thank - you to the people who twice voted him into the White House and supported him even at his lowest moments .,1,"(26, 26)"
['bn/cnn/01/cnn_0179'],"['Yesterday', ',', 'Mr.', 'Clinton', 'spoke', 'to', 'supporters', 'in', 'his', 'home', 'state', 'of', 'Arkansas', '.']","Yesterday , Mr. Clinton spoke to supporters in his home state of Arkansas .",1,"(8, 8)"
['bn/cnn/01/cnn_0179'],"['Yesterday', ',', 'Mr.', 'Clinton', 'spoke', 'to', 'supporters', 'in', 'his', 'home', 'state', 'of', 'Arkansas', '.']","Yesterday , Mr. Clinton spoke to supporters in his home state of Arkansas .",1,"(2, 3)"
['bn/cnn/01/cnn_0179'],"['It', 'was', 'the', 'last', 'of', 'several', 'speeches', 'he', 'has', 'made', 'in', 'recent', 'weeks', 'to', 'his', 'backers', 'across', 'the', 'country', '.']",It was the last of several speeches he has made in recent weeks to his backers across the country .,1,"(7, 7)"
['bn/cnn/01/cnn_0179'],"['It', 'was', 'the', 'last', 'of', 'several', 'speeches', 'he', 'has', 'made', 'in', 'recent', 'weeks', 'to', 'his', 'backers', 'across', 'the', 'country', '.']",It was the last of several speeches he has made in recent weeks to his backers across the country .,0,"(0, 0)"
['bn/cnn/01/cnn_0179'],"['It', 'was', 'the', 'last', 'of', 'several', 'speeches', 'he', 'has', 'made', 'in', 'recent', 'weeks', 'to', 'his', 'backers', 'across', 'the', 'country', '.']",It was the last of several speeches he has made in recent weeks to his backers across the country .,1,"(14, 14)"
['bn/cnn/01/cnn_0189'],"['The', 'chief', 'U.N.', 'war', 'crimes', 'prosecutor', 'has', 'arrived', 'in', 'Yugoslavia', 'to', 'demand', 'the', 'extradition', 'of', 'former', 'President', 'Slobodan', 'Milosevic', '.']",The chief U.N. war crimes prosecutor has arrived in Yugoslavia to demand the extradition of former President Slobodan Milosevic .,2,"(15, 18)"
['bn/cnn/01/cnn_0189'],"['The', 'chief', 'U.N.', 'war', 'crimes', 'prosecutor', 'has', 'arrived', 'in', 'Yugoslavia', 'to', 'demand', 'the', 'extradition', 'of', 'former', 'President', 'Slobodan', 'Milosevic', '.']",The chief U.N. war crimes prosecutor has arrived in Yugoslavia to demand the extradition of former President Slobodan Milosevic .,0,"(0, 5)"
['bn/cnn/01/cnn_0189'],"['Carla', 'Ponte', 'is', 'expected', 'to', 'meet', 'today', 'with', 'Milosevic', ""'s"", 'successor', ',', 'Vojislav', 'Kostunica', ',', 'a', 'critic', 'of', 'the', 'War', 'Crimes', 'Tribunal', 'at', 'The', 'Hague', '.']","Carla Ponte is expected to meet today with Milosevic 's successor , Vojislav Kostunica , a critic of the War Crimes Tribunal at The Hague .",2,"(8, 9)"
['bn/cnn/01/cnn_0189'],"['Carla', 'Ponte', 'is', 'expected', 'to', 'meet', 'today', 'with', 'Milosevic', ""'s"", 'successor', ',', 'Vojislav', 'Kostunica', ',', 'a', 'critic', 'of', 'the', 'War', 'Crimes', 'Tribunal', 'at', 'The', 'Hague', '.']","Carla Ponte is expected to meet today with Milosevic 's successor , Vojislav Kostunica , a critic of the War Crimes Tribunal at The Hague .",0,"(0, 1)"
['bn/cnn/01/cnn_0189'],"['Carla', 'Ponte', 'is', 'expected', 'to', 'meet', 'today', 'with', 'Milosevic', ""'s"", 'successor', ',', 'Vojislav', 'Kostunica', ',', 'a', 'critic', 'of', 'the', 'War', 'Crimes', 'Tribunal', 'at', 'The', 'Hague', '.']","Carla Ponte is expected to meet today with Milosevic 's successor , Vojislav Kostunica , a critic of the War Crimes Tribunal at The Hague .",1,"(8, 24)"
['bn/cnn/01/cnn_0189'],"['He', ""'s"", 'suggested', 'Milosevic', 'and', 'others', 'stand', 'trial', 'in', 'a', 'Yugoslav', 'court', '.']",He 's suggested Milosevic and others stand trial in a Yugoslav court .,2,"(3, 3)"
['bn/cnn/01/cnn_0189'],"['He', ""'s"", 'suggested', 'Milosevic', 'and', 'others', 'stand', 'trial', 'in', 'a', 'Yugoslav', 'court', '.']",He 's suggested Milosevic and others stand trial in a Yugoslav court .,1,"(0, 0)"
['bn/cnn/01/cnn_0189'],"['Kostunica', 'said', 'Milosevic', 'and', 'others', 'should', 'be', 'tried', 'in', 'a', 'Yugoslav', 'court', '.']",Kostunica said Milosevic and others should be tried in a Yugoslav court .,2,"(2, 2)"
['bn/cnn/01/cnn_0189'],"['Kostunica', 'said', 'Milosevic', 'and', 'others', 'should', 'be', 'tried', 'in', 'a', 'Yugoslav', 'court', '.']",Kostunica said Milosevic and others should be tried in a Yugoslav court .,1,"(0, 0)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",0,"(16, 17)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",2,"(7, 8)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",1,"(7, 7)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",0,"(22, 22)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",3,"(10, 10)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",1,"(0, 2)"
['bn/cnn/01/cnn_0199'],"['Lawyers', 'in', 'Texas', 'are', 'trying', 'to', 'keep', 'their', 'client', 'from', 'becoming', 'the', '300th', 'person', 'executed', 'in', 'the', 'state', 'since', '1982', ',', 'when', 'Texas', 'resumed', 'capital', 'punishment', '.']","Lawyers in Texas are trying to keep their client from becoming the 300th person executed in the state since 1982 , when Texas resumed capital punishment .",0,"(2, 2)"
['bn/cnn/01/cnn_0199'],"['They', ""'re"", 'asking', 'the', 'Supreme', 'Court', 'to', 'block', 'tonight', ""'s"", 'scheduled', 'execution', 'of', 'Delma', 'Banks', '.']",They 're asking the Supreme Court to block tonight 's scheduled execution of Delma Banks .,2,"(13, 14)"
['bn/cnn/01/cnn_0199'],"['They', ""'re"", 'asking', 'the', 'Supreme', 'Court', 'to', 'block', 'tonight', ""'s"", 'scheduled', 'execution', 'of', 'Delma', 'Banks', '.']",They 're asking the Supreme Court to block tonight 's scheduled execution of Delma Banks .,3,"(8, 11)"
['bn/cnn/01/cnn_0199'],"['They', ""'re"", 'asking', 'the', 'Supreme', 'Court', 'to', 'block', 'tonight', ""'s"", 'scheduled', 'execution', 'of', 'Delma', 'Banks', '.']",They 're asking the Supreme Court to block tonight 's scheduled execution of Delma Banks .,1,"(0, 0)"
['bn/cnn/01/cnn_0199'],"['Banks', 'was', 'convicted', 'of', 'shooting', 'and', 'killing', 'a', '16', '-', 'year', '-', 'old', 'at', 'a', 'park', 'in', '1980', '.']",Banks was convicted of shooting and killing a 16 - year - old at a park in 1980 .,2,"(0, 0)"
['bn/cnn/01/cnn_0199'],"['His', 'lawyers', 'say', 'his', 'trial', 'attorney', 'did', 'a', 'bad', 'job', 'and', 'the', 'prosecutors', 'improperly', 'kept', 'African', '-', 'Americans', 'off', 'his', 'jury', '.']",His lawyers say his trial attorney did a bad job and the prosecutors improperly kept African - Americans off his jury .,2,"(3, 3)"
['bn/cnn/01/cnn_0199'],"['His', 'lawyers', 'say', 'his', 'trial', 'attorney', 'did', 'a', 'bad', 'job', 'and', 'the', 'prosecutors', 'improperly', 'kept', 'African', '-', 'Americans', 'off', 'his', 'jury', '.']",His lawyers say his trial attorney did a bad job and the prosecutors improperly kept African - Americans off his jury .,2,"(19, 19)"
['bn/cnn/01/cnn_0199'],"['His', 'lawyers', 'say', 'his', 'trial', 'attorney', 'did', 'a', 'bad', 'job', 'and', 'the', 'prosecutors', 'improperly', 'kept', 'African', '-', 'Americans', 'off', 'his', 'jury', '.']",His lawyers say his trial attorney did a bad job and the prosecutors improperly kept African - Americans off his jury .,2,"(0, 0)"
['bn/cnn/01/cnn_0199'],"['His', 'lawyers', 'say', 'his', 'trial', 'attorney', 'did', 'a', 'bad', 'job', 'and', 'the', 'prosecutors', 'improperly', 'kept', 'African', '-', 'Americans', 'off', 'his', 'jury', '.']",His lawyers say his trial attorney did a bad job and the prosecutors improperly kept African - Americans off his jury .,1,"(0, 1)"
['bn/cnn/01/cnn_0199'],"['He', ""'d"", 'be', 'the', '11th', 'killer', 'put', 'to', 'death', 'in', 'Texas', 'this', 'year', '.']",He 'd be the 11th killer put to death in Texas this year .,2,"(0, 0)"
['bn/cnn/01/cnn_0199'],"['He', ""'d"", 'be', 'the', '11th', 'killer', 'put', 'to', 'death', 'in', 'Texas', 'this', 'year', '.']",He 'd be the 11th killer put to death in Texas this year .,0,"(10, 10)"
['bn/cnn/02/cnn_0209'],"['A', 'Palestinian', 'terrorist', 'leader', 'wanted', 'for', 'a', 'deadly', '1985', 'cruise', 'ship', 'hijacking', 'is', 'in', 'U.S.', 'custody', 'in', 'Iraq', '.']",A Palestinian terrorist leader wanted for a deadly 1985 cruise ship hijacking is in U.S. custody in Iraq .,1,"(0, 11)"
['bn/cnn/02/cnn_0209'],"['A', 'Palestinian', 'terrorist', 'leader', 'wanted', 'for', 'a', 'deadly', '1985', 'cruise', 'ship', 'hijacking', 'is', 'in', 'U.S.', 'custody', 'in', 'Iraq', '.']",A Palestinian terrorist leader wanted for a deadly 1985 cruise ship hijacking is in U.S. custody in Iraq .,0,"(8, 8)"
['bn/cnn/02/cnn_0209'],"['U.S.', 'sources', 'tell', 'CNN', 'Mohammed', '``', 'Abu', ""''"", 'Abbas', 'was', 'captured', 'about', '50', 'miles', 'west', 'of', 'Baghdad', '.']",U.S. sources tell CNN Mohammed `` Abu '' Abbas was captured about 50 miles west of Baghdad .,1,"(4, 8)"
['bn/cnn/02/cnn_0209'],"['Palestinian', 'sources', 'say', 'he', 'had', 'tried', 'to', 'flee', 'into', 'Syria', ',', 'but', 'was', 'turned', 'away', 'at', 'the', 'border', '.']","Palestinian sources say he had tried to flee into Syria , but was turned away at the border .",1,"(3, 3)"
['bn/cnn/02/cnn_0209'],"['In', 'October', 'of', '1985', ',', 'four', 'hijackers', 'under', 'his', 'command', 'took', 'over', 'the', 'Italian', 'cruise', 'ship', '``', 'Achille', 'Lauro', ""''"", 'and', 'killed', 'a', 'wheelchair', '-', 'bound', 'American', 'tourist', ',', 'Leo', 'Klinghoffer', '.']","In October of 1985 , four hijackers under his command took over the Italian cruise ship `` Achille Lauro '' and killed a wheelchair - bound American tourist , Leo Klinghoffer .",1,"(8, 8)"
['bn/cnn/02/cnn_0209'],"['In', 'October', 'of', '1985', ',', 'four', 'hijackers', 'under', 'his', 'command', 'took', 'over', 'the', 'Italian', 'cruise', 'ship', '``', 'Achille', 'Lauro', ""''"", 'and', 'killed', 'a', 'wheelchair', '-', 'bound', 'American', 'tourist', ',', 'Leo', 'Klinghoffer', '.']","In October of 1985 , four hijackers under his command took over the Italian cruise ship `` Achille Lauro '' and killed a wheelchair - bound American tourist , Leo Klinghoffer .",0,"(3, 3)"
['bn/cnn/02/cnn_0209'],"['Abbas', 'was', 'convicted', 'in', 'absentia', 'by', 'an', 'Italian', 'court', 'and', 'sentenced', 'to', 'five', 'life', 'terms', 'in', 'prison', '.']",Abbas was convicted in absentia by an Italian court and sentenced to five life terms in prison .,1,"(0, 0)"
['bn/cnn/02/cnn_0219'],"['And', 'the', 'Dixie', 'Chicks', 'open', 'their', 'U.S.', 'tour', 'tomorrow', 'night', 'in', 'Greenville', ',', 'South', 'Carolina', '.']","And the Dixie Chicks open their U.S. tour tomorrow night in Greenville , South Carolina .",13,"(5, 5)"
['bn/cnn/02/cnn_0219'],"['And', 'the', 'Dixie', 'Chicks', 'open', 'their', 'U.S.', 'tour', 'tomorrow', 'night', 'in', 'Greenville', ',', 'South', 'Carolina', '.']","And the Dixie Chicks open their U.S. tour tomorrow night in Greenville , South Carolina .",13,"(1, 3)"
['bn/cnn/02/cnn_0219'],"['The', 'popular', 'band', 'has', 'been', 'criticized', 'within', 'country', 'music', 'circles', 'for', 'comments', 'by', 'lead', 'singer', 'Natalie', 'Maines', '.']",The popular band has been criticized within country music circles for comments by lead singer Natalie Maines .,14,"(11, 16)"
['bn/cnn/02/cnn_0219'],"['The', 'popular', 'band', 'has', 'been', 'criticized', 'within', 'country', 'music', 'circles', 'for', 'comments', 'by', 'lead', 'singer', 'Natalie', 'Maines', '.']",The popular band has been criticized within country music circles for comments by lead singer Natalie Maines .,12,"(13, 16)"
['bn/cnn/02/cnn_0219'],"['The', 'popular', 'band', 'has', 'been', 'criticized', 'within', 'country', 'music', 'circles', 'for', 'comments', 'by', 'lead', 'singer', 'Natalie', 'Maines', '.']",The popular band has been criticized within country music circles for comments by lead singer Natalie Maines .,13,"(0, 2)"
['bn/cnn/02/cnn_0219'],"['She', 'said', 'she', 'was', 'embarrassed', 'to', 'be', 'from', 'the', 'same', 'state', 'as', 'President', 'Bush', '.']",She said she was embarrassed to be from the same state as President Bush .,12,"(2, 2)"
['bn/cnn/02/cnn_0219'],"['She', 'said', 'she', 'was', 'embarrassed', 'to', 'be', 'from', 'the', 'same', 'state', 'as', 'President', 'Bush', '.']",She said she was embarrassed to be from the same state as President Bush .,12,"(0, 0)"
['bn/cnn/02/cnn_0219'],"['She', 'has', 'since', 'apologized', 'for', 'her', 'remarks', '.']",She has since apologized for her remarks .,12,"(5, 5)"
['bn/cnn/02/cnn_0219'],"['She', 'has', 'since', 'apologized', 'for', 'her', 'remarks', '.']",She has since apologized for her remarks .,14,"(5, 6)"
['bn/cnn/02/cnn_0219'],"['She', 'has', 'since', 'apologized', 'for', 'her', 'remarks', '.']",She has since apologized for her remarks .,12,"(0, 0)"
['bn/cnn/02/cnn_0219'],"['Hmm', ',', 'those', 'Dixie', 'Chicks', '.']","Hmm , those Dixie Chicks .",13,"(2, 4)"
['bn/cnn/02/cnn_0229'],"['To', 'our', 'top', 'story', 'of', 'the', 'evening', '--', 'Martha', 'Stewart', 'is', 'stepping', 'down', 'as', 'head', 'of', 'her', 'media', 'empire', '.']",To our top story of the evening -- Martha Stewart is stepping down as head of her media empire .,4,"(16, 18)"
['bn/cnn/02/cnn_0229'],"['To', 'our', 'top', 'story', 'of', 'the', 'evening', '--', 'Martha', 'Stewart', 'is', 'stepping', 'down', 'as', 'head', 'of', 'her', 'media', 'empire', '.']",To our top story of the evening -- Martha Stewart is stepping down as head of her media empire .,0,"(16, 16)"
['bn/cnn/02/cnn_0229'],"['To', 'our', 'top', 'story', 'of', 'the', 'evening', '--', 'Martha', 'Stewart', 'is', 'stepping', 'down', 'as', 'head', 'of', 'her', 'media', 'empire', '.']",To our top story of the evening -- Martha Stewart is stepping down as head of her media empire .,0,"(8, 9)"
['bn/cnn/02/cnn_0229'],"['To', 'our', 'top', 'story', 'of', 'the', 'evening', '--', 'Martha', 'Stewart', 'is', 'stepping', 'down', 'as', 'head', 'of', 'her', 'media', 'empire', '.']",To our top story of the evening -- Martha Stewart is stepping down as head of her media empire .,3,"(14, 18)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",5,"(20, 22)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",3,"(9, 15)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",0,"(6, 6)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",4,"(12, 15)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",0,"(0, 0)"
['bn/cnn/02/cnn_0229'],"['She', 'announced', 'her', 'decision', 'to', 'vacate', 'her', 'post', 'as', 'chief', 'executive', 'of', 'Martha', 'Stewart', 'Living', 'Omnimedia', ',', 'following', 'word', 'of', 'a', 'federal', 'indictment', '.']","She announced her decision to vacate her post as chief executive of Martha Stewart Living Omnimedia , following word of a federal indictment .",0,"(2, 2)"
['bn/cnn/02/cnn_0229'],"['In', 'a', 'statement', ',', 'she', 'says', 'she', ""'s"", 'stepping', 'aside', 'in', 'the', 'best', 'interest', 'of', 'the', 'company', ',', 'but', 'she', 'will', 'stay', 'on', 'the', 'board', 'of', 'directors', '.']","In a statement , she says she 's stepping aside in the best interest of the company , but she will stay on the board of directors .",0,"(4, 4)"
['bn/cnn/02/cnn_0229'],"['In', 'a', 'statement', ',', 'she', 'says', 'she', ""'s"", 'stepping', 'aside', 'in', 'the', 'best', 'interest', 'of', 'the', 'company', ',', 'but', 'she', 'will', 'stay', 'on', 'the', 'board', 'of', 'directors', '.']","In a statement , she says she 's stepping aside in the best interest of the company , but she will stay on the board of directors .",4,"(15, 16)"
['bn/cnn/02/cnn_0229'],"['In', 'a', 'statement', ',', 'she', 'says', 'she', ""'s"", 'stepping', 'aside', 'in', 'the', 'best', 'interest', 'of', 'the', 'company', ',', 'but', 'she', 'will', 'stay', 'on', 'the', 'board', 'of', 'directors', '.']","In a statement , she says she 's stepping aside in the best interest of the company , but she will stay on the board of directors .",0,"(19, 19)"
['bn/cnn/02/cnn_0229'],"['In', 'a', 'statement', ',', 'she', 'says', 'she', ""'s"", 'stepping', 'aside', 'in', 'the', 'best', 'interest', 'of', 'the', 'company', ',', 'but', 'she', 'will', 'stay', 'on', 'the', 'board', 'of', 'directors', '.']","In a statement , she says she 's stepping aside in the best interest of the company , but she will stay on the board of directors .",0,"(6, 6)"
['bn/cnn/02/cnn_0239'],"['80,000', 'people', 'with', 'a', 'shared', 'love', 'of', 'music', 'converge', 'on', 'a', 'Tennessee', 'pasture', 'for', 'three', 'days', 'of', 'good', 'vibes', 'and', 'who', 'knows', 'what', 'else', '.']","80,000 people with a shared love of music converge on a Tennessee pasture for three days of good vibes and who knows what else .",1,"(14, 23)"
['bn/cnn/02/cnn_0239'],"['It', ""'s"", 'called', 'Bonnaroo', '.']",It 's called Bonnaroo .,1,"(0, 0)"
['bn/cnn/02/cnn_0239'],"['Bonnaroo', 'is', 'kind', 'of', 'this', 'going', 'example', 'of', 'what', 'the', 'whole', 'jam', 'band', 'community', 'is', 'turned', 'in', '.']",Bonnaroo is kind of this going example of what the whole jam band community is turned in .,6,"(9, 13)"
['bn/cnn/02/cnn_0239'],"['Bonnaroo', 'is', 'kind', 'of', 'this', 'going', 'example', 'of', 'what', 'the', 'whole', 'jam', 'band', 'community', 'is', 'turned', 'in', '.']",Bonnaroo is kind of this going example of what the whole jam band community is turned in .,1,"(0, 0)"
['bn/cnn/02/cnn_0249'],"['Another', 'story', 'out', 'of', 'Belgrade', ',', 'violence', 'at', 'the', 'highest', 'form', '.']","Another story out of Belgrade , violence at the highest form .",0,"(4, 4)"
['bn/cnn/02/cnn_0249'],"['The', 'Serbian', 'Prime', 'Minister', ',', 'Zoran', 'Djindjic', 'has', 'died', 'of', 'his', 'wounds', 'after', 'being', 'shot', ',', 'an', 'assassination', 'attempt', '.']","The Serbian Prime Minister , Zoran Djindjic has died of his wounds after being shot , an assassination attempt .",2,"(14, 14)"
['bn/cnn/02/cnn_0249'],"['The', 'Serbian', 'Prime', 'Minister', ',', 'Zoran', 'Djindjic', 'has', 'died', 'of', 'his', 'wounds', 'after', 'being', 'shot', ',', 'an', 'assassination', 'attempt', '.']","The Serbian Prime Minister , Zoran Djindjic has died of his wounds after being shot , an assassination attempt .",2,"(16, 18)"
['bn/cnn/02/cnn_0249'],"['The', 'Serbian', 'Prime', 'Minister', ',', 'Zoran', 'Djindjic', 'has', 'died', 'of', 'his', 'wounds', 'after', 'being', 'shot', ',', 'an', 'assassination', 'attempt', '.']","The Serbian Prime Minister , Zoran Djindjic has died of his wounds after being shot , an assassination attempt .",1,"(0, 6)"
