doc_id,words,sentences,spans
['bn/voa/02/voa_0209'],"['A', 'White', 'House', 'spokesman', 'said', 'the', 'talks', 'are', 'aimed', 'at', 'establishing', 'the', 'parameters', 'for', 'resuming', 'Israeli', '-', 'Palestinian', 'negotiations', '.']",A White House spokesman said the talks are aimed at establishing the parameters for resuming Israeli - Palestinian negotiations .,"[[2, 1, 2]]"
['bn/voa/02/voa_0209'],"['Palestinians', 'have', 'demanded', 'clarification', 'of', 'US', 'proposals', 'for', 'achieving', 'a', 'final', 'peace', 'accord', '.']",Palestinians have demanded clarification of US proposals for achieving a final peace accord .,[]
['bn/voa/02/voa_0219'],"['The', 'United', 'States', 'has', 'issued', 'a', 'worldwide', 'caution', 'to', 'Americans', 'warning', 'of', 'possible', 'terrorist', 'threats', '.']",The United States has issued a worldwide caution to Americans warning of possible terrorist threats .,[]
['bn/voa/02/voa_0219'],"['No', 'threats', 'are', 'specified', 'but', 'the', 'US', 'embassy', 'in', 'Rome', 'was', 'closed', 'Friday', 'for', 'what', 'officials', 'called', 'security', 'reasons', '.']",No threats are specified but the US embassy in Rome was closed Friday for what officials called security reasons .,"[[0, 5, 9]]"
['bn/voa/02/voa_0219'],"['The', 'embassy', 'could', 'reopen', 'as', 'early', 'as', 'Monday', '.']",The embassy could reopen as early as Monday .,"[[0, 0, 1]]"
['bn/voa/02/voa_0219'],"['The', 'State', 'Department', 'periodically', 'issues', 'worldwide', 'cautions', '.']",The State Department periodically issues worldwide cautions .,[]
['bn/voa/02/voa_0219'],"['One', 'was', 'issued', 'last', 'October', 'following', 'the', 'deadly', 'terrorist', 'bombing', 'of', 'the', 'USS', 'Cole', 'Navy', 'destroyer', 'in', 'Yemen', '.']",One was issued last October following the deadly terrorist bombing of the USS Cole Navy destroyer in Yemen .,[]
['bn/voa/02/voa_0229'],"['I', 'am', 'David', 'Coler', ',', 'VOA', 'News', '.']","I am David Coler , VOA News .",[]
['bn/voa/02/voa_0229'],"['Israel', 'and', 'the', 'Palestinians', 'have', 'resumed', 'high', 'level', 'peace', 'talks', '.']",Israel and the Palestinians have resumed high level peace talks .,"[[1, 0, 0], [0, 0, 3]]"
['bn/voa/02/voa_0229'],"['The', 'two', 'sides', 'met', 'into', 'the', 'early', 'hours', 'Friday', 'at', 'the', 'crossing', 'between', 'the', 'Gaza', 'Strip', 'and', 'Israel', '.']",The two sides met into the early hours Friday at the crossing between the Gaza Strip and Israel .,"[[1, 17, 17], [0, 0, 2]]"
['bn/voa/02/voa_0229'],"['Israeli', 'officials', 'say', 'Israel', 'is', 'still', 'hopeful', 'that', 'a', 'framework', 'peace', 'agreement', 'can', 'be', 'reached', 'before', 'the', 'unofficial', 'deadline', ',', 'the', 'end', 'of', 'President', 'Clinton', ""'s"", 'term', 'in', 'office', 'on', 'January', '20th', '.']","Israeli officials say Israel is still hopeful that a framework peace agreement can be reached before the unofficial deadline , the end of President Clinton 's term in office on January 20th .","[[1, 3, 3]]"
['bn/voa/02/voa_0239'],"['The', 'head', 'of', 'official', 'Palestinian', 'television', 'has', 'been', 'assassinated', '.']",The head of official Palestinian television has been assassinated .,"[[0, 3, 5], [1, 0, 5]]"
['bn/voa/02/voa_0239'],"['Hooded', 'men', 'gunned', 'down', 'Hisha', 'Mickey', 'at', 'a', 'hotel', 'in', 'Gaza', 'City', '.']",Hooded men gunned down Hisha Mickey at a hotel in Gaza City .,"[[1, 4, 5]]"
['bn/voa/02/voa_0239'],"['The', 'Palestinian', 'leadership', 'accused', 'the', 'collaborators', 'with', 'Israel', 'for', 'killing', 'Mr.', 'Mickey', '.']",The Palestinian leadership accused the collaborators with Israel for killing Mr. Mickey .,"[[2, 7, 7], [1, 10, 11]]"
['bn/voa/02/voa_0239'],"['Israel', 'says', 'its', 'security', 'forces', 'were', 'not', 'involved', '.']",Israel says its security forces were not involved .,"[[2, 2, 2], [2, 0, 0]]"
['bn/voa/02/voa_0239'],"['Mr.', 'Mickey', 'was', 'in', 'charge', 'of', 'Palestinian', 'television', 'and', 'the', 'Palestinian', 'satellite', 'channel', '.']",Mr. Mickey was in charge of Palestinian television and the Palestinian satellite channel .,"[[0, 6, 12], [1, 0, 1]]"
['bn/voa/02/voa_0249'],"['Reports', 'from', 'China', 'say', 'North', 'Korean', 'President', 'Kim', 'Jong', 'Il', 'is', 'planning', 'to', 'announce', 'economic', 'reforms', 'for', 'his', 'country', '.']",Reports from China say North Korean President Kim Jong Il is planning to announce economic reforms for his country .,"[[0, 17, 17], [0, 4, 9]]"
['bn/voa/02/voa_0249'],"['Mr.', 'Kim', 'visited', 'a', 'center', 'for', 'high', 'technology', 'business', 'in', 'Shanghai', 'on', 'Friday', '.']",Mr. Kim visited a center for high technology business in Shanghai on Friday .,"[[0, 0, 1]]"
['bn/voa/02/voa_0259'],"['Egypt', ""'s"", 'President', 'Hosni', 'Mubarak', 'has', 'called', 'on', 'Israeli', 'leaders', 'to', 'stop', 'talking', 'about', 'war', 'and', 'to', 'make', 'peace', 'with', 'the', 'Palestinians', 'and', 'Syria', '.']",Egypt 's President Hosni Mubarak has called on Israeli leaders to stop talking about war and to make peace with the Palestinians and Syria .,"[[5, 0, 4], [4, 20, 21]]"
['bn/voa/02/voa_0259'],"['In', 'an', 'interview', 'with', 'Israeli', 'Television', 'Monday', 'Mr.', 'Mubarak', 'said', 'Israel', 'knows', 'what', 'is', 'necessary', 'for', 'peace', ',', 'the', 'return', 'of', 'lands', 'captured', 'in', 'the', '1967', 'Middle', 'East', 'war', '.']","In an interview with Israeli Television Monday Mr. Mubarak said Israel knows what is necessary for peace , the return of lands captured in the 1967 Middle East war .","[[5, 7, 8], [6, 6, 6], [8, 10, 10]]"
['bn/voa/02/voa_0259'],"['He', 'also', 'acknowledged', 'the', 'Palestinian', 'refugees', ""'"", 'right', 'of', 'return', '.']",He also acknowledged the Palestinian refugees ' right of return .,"[[5, 0, 0]]"
['bn/voa/02/voa_0259'],"['In', 'another', 'interview', 'Palestinian', 'leader', 'Yasser', 'Arafat', 'said', 'the', 'Israelis', 'and', 'Palestinians', 'had', 'made', 'real', 'progress', 'Red', 'Sea', 'resort', 'of', 'Taba', ',', 'but', 'Prime', 'Minister', 'Ehud', 'Barak', 'has', 'suspended', 'contacts', 'with', 'the', 'Palestinians', 'until', 'after', 'the', 'February', '6th', 'election', '.']","In another interview Palestinian leader Yasser Arafat said the Israelis and Palestinians had made real progress Red Sea resort of Taba , but Prime Minister Ehud Barak has suspended contacts with the Palestinians until after the February 6th election .","[[0, 23, 26], [4, 31, 32], [1, 35, 38], [4, 11, 11], [10, 3, 6]]"
['bn/voa/02/voa_0259'],"['Correspondent', 'Laurie', 'Cassman', 'has', 'a', 'report', '.']",Correspondent Laurie Cassman has a report .,"[[7, 0, 2]]"
['bn/voa/02/voa_0259'],"['Prime', 'Minister', 'Barak', ""'s"", 'decision', 'not', 'to', 'meet', 'Yasser', 'Arafat', 'this', 'week', 'comes', 'after', 'the', 'Palestinian', 'leader', ""'s"", 'angry', 'speech', 'on', 'Sunday', 'at', 'an', 'economic', 'forum', 'in', 'Switzerland', '.']",Prime Minister Barak 's decision not to meet Yasser Arafat this week comes after the Palestinian leader 's angry speech on Sunday at an economic forum in Switzerland .,"[[10, 8, 9], [9, 14, 27], [0, 0, 3], [10, 14, 17]]"
['bn/voa/02/voa_0259'],"['Mr.', 'Arafat', 'accused', 'Israel', 'of', 'waging', 'a', 'savage', 'and', 'barbaric', 'war', 'against', 'his', 'people', '.']",Mr. Arafat accused Israel of waging a savage and barbaric war against his people .,"[[10, 0, 1], [10, 12, 12], [8, 3, 3]]"
['bn/voa/02/voa_0259'],"['One', 'day', 'earlier', 'Israeli', 'and', 'Palestinian', 'negotiators', 'had', 'announced', 'that', 'a', 'week', 'of', 'marathon', 'talks', 'have', 'brought', 'them', 'closer', 'than', 'ever', 'to', 'a', 'final', 'agreement', '.']",One day earlier Israeli and Palestinian negotiators had announced that a week of marathon talks have brought them closer than ever to a final agreement .,"[[2, 17, 17], [2, 3, 6]]"
['bn/voa/02/voa_0259'],"['After', 'the', 'angry', 'outburst', 'Mr.', 'Arafat', 'reaffirmed', 'his', 'commitment', 'to', 'peace', 'and', 'his', 'willingness', 'to', 'meet', 'Mr.', 'Barak', '.']",After the angry outburst Mr. Arafat reaffirmed his commitment to peace and his willingness to meet Mr. Barak .,"[[10, 4, 5], [0, 16, 17], [10, 12, 12], [10, 7, 7], [9, 1, 3], [3, 15, 15]]"
['bn/voa/02/voa_0259'],"['The', 'meeting', 'was', 'expected', 'later', 'this', 'week', 'in', 'Stockholm', ',', 'but', 'Mr.', 'Barak', ""'s"", 'security', 'advisor', 'told', 'Israeli', 'Radio', 'Monday', 'such', 'a', 'meeting', 'now', 'is', 'out', 'of', 'the', 'question', '.']","The meeting was expected later this week in Stockholm , but Mr. Barak 's security advisor told Israeli Radio Monday such a meeting now is out of the question .","[[3, 0, 1], [6, 19, 19], [11, 11, 15], [0, 11, 13]]"
['bn/voa/02/voa_0259'],"['He', 'described', 'the', 'Arafat', 'speech', 'as', 'inflammatory', '.']",He described the Arafat speech as inflammatory .,"[[9, 2, 4], [10, 3, 3], [11, 0, 0]]"
['bn/voa/02/voa_0259'],"['Mr.', 'Barak', 'can', 'not', 'risk', 'the', 'controversial', 'meeting', 'ahead', 'of', 'next', 'week', ""'s"", 'election', '.']",Mr. Barak can not risk the controversial meeting ahead of next week 's election .,"[[1, 10, 13], [0, 0, 1], [3, 5, 7]]"
['bn/voa/02/voa_0259'],"['He', 'still', 'trails', 'far', 'behind', 'the', 'hard', 'line', 'Likud', 'Party', 'leader', 'Ariel', 'Sharon', 'in', 'the', 'opinion', 'polls', '.']",He still trails far behind the hard line Likud Party leader Ariel Sharon in the opinion polls .,"[[0, 0, 0]]"
['bn/voa/02/voa_0259'],"['Laurie', 'Cassman', ',', 'VOA', 'News', ',', 'Jerusalem', '.']","Laurie Cassman , VOA News , Jerusalem .","[[7, 0, 1]]"
['mz/sinorama/10/ectb_1009'],"['Dongguan', 'Gets', 'Down', 'to', 'Business', 'Taiwan', 'Firms', 'Embrace', 'a', 'Cantonese', 'Boomtown']",Dongguan Gets Down to Business Taiwan Firms Embrace a Cantonese Boomtown,"[[24, 0, 0], [24, 8, 10], [53, 5, 5]]"
['mz/sinorama/10/ectb_1009'],"['From', 'Hong', 'Kong', ""'s"", 'airport', ',', 'you', 'can', 'go', 'straight', 'to', 'Dongguan', 'on', 'a', 'Global', 'Express', 'bus', '.']","From Hong Kong 's airport , you can go straight to Dongguan on a Global Express bus .","[[24, 11, 11]]"
['mz/sinorama/10/ectb_1009'],"['With', '27', 'departures', 'a', 'day', ',', 'these', 'buses', 'run', 'by', 'a', 'Taiwan', 'firm', 'out', 'of', 'Dongguan', 'take', 'Taiwan', 'expats', 'to', 'their', 'adopted', 'home', ',', 'which', 'boasts', 'the', 'largest', 'concentration', 'of', 'Taiwan', 'firms', 'in', 'the', 'PRC', '.']","With 27 departures a day , these buses run by a Taiwan firm out of Dongguan take Taiwan expats to their adopted home , which boasts the largest concentration of Taiwan firms in the PRC .","[[24, 15, 15], [39, 17, 18], [53, 30, 30], [24, 20, 22], [53, 17, 17], [53, 11, 11], [39, 20, 20]]"
['mz/sinorama/10/ectb_1009'],"['Invoking', 'the', 'Taiwanese', 'business', 'battle', 'cry', 'of', '""', 'victory', 'to', 'those', 'who', 'strive', 'the', 'hardest', ',', '""', '20,000', '-', '30,000', 'Taiwan', 'expats', 'in', 'Dongguan', 'have', 'in', 'little', 'more', 'than', 'a', 'decade', 'turned', 'a', 'county', 'of', 'banana', 'and', 'lichee', 'plantations', 'into', 'a', 'big', 'city', 'with', 'exports', 'behind', 'only', 'Shenzhen', ""'s"", 'and', 'Shanghai', ""'s"", '.']","Invoking the Taiwanese business battle cry of "" victory to those who strive the hardest , "" 20,000 - 30,000 Taiwan expats in Dongguan have in little more than a decade turned a county of banana and lichee plantations into a big city with exports behind only Shenzhen 's and Shanghai 's .","[[44, 50, 51], [24, 23, 23], [53, 20, 20]]"
['mz/sinorama/10/ectb_1009'],"['How', 'has', 'Dongguan', ',', 'this', 'rising', 'economic', 'star', ',', 'done', 'it', '?']","How has Dongguan , this rising economic star , done it ?","[[24, 2, 7]]"
['mz/sinorama/10/ectb_1009'],"['What', 'mix', 'of', 'sad', 'and', 'happy', 'tales', 'about', 'Taiwan', 'firms', 'does', 'this', 'city', 'have', 'to', 'tell', '?']",What mix of sad and happy tales about Taiwan firms does this city have to tell ?,"[[24, 11, 12], [53, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['It', ""'s"", '10:00', 'at', 'night', ',', 'but', 'the', 'city', 'of', 'Dongguan', 'in', 'Guangdong', 'Province', 'is', 'still', 'hopping', '.']","It 's 10:00 at night , but the city of Dongguan in Guangdong Province is still hopping .","[[24, 7, 13]]"
['mz/sinorama/10/ectb_1009'],"['Cars', 'clocking', '80', 'kilometers', 'an', 'hour', 'zip', 'along', 'roads', 'that', 'reveal', 'hardly', 'a', 'trace', 'of', 'the', 'farming', 'villages', 'that', 'they', 'linked', 'not', 'long', 'ago', '.']",Cars clocking 80 kilometers an hour zip along roads that reveal hardly a trace of the farming villages that they linked not long ago .,"[[66, 19, 19], [66, 8, 23]]"
['mz/sinorama/10/ectb_1009'],"['Taiwanese', 'business', 'people', 'here', 'run', 'their', 'factories', 'like', 'they', 'drive', 'their', 'cars', ',', 'in', 'high', 'gear', '.']","Taiwanese business people here run their factories like they drive their cars , in high gear .","[[17, 5, 5], [17, 8, 8], [17, 10, 10], [65, 5, 6], [17, 0, 3]]"
['mz/sinorama/10/ectb_1009'],"['The', 'factories', 'are', 'lit', 'up', 'at', 'night', 'for', 'overtime', 'shifts', '.']",The factories are lit up at night for overtime shifts .,"[[65, 0, 1]]"
['mz/sinorama/10/ectb_1009'],"['""', 'We', 'do', ""n't"", 'take', 'much', 'of', 'a', 'break', 'for', 'the', 'Chinese', 'New', 'Year', ""'s"", 'holidays', ',', '""', 'says', 'Andrew', 'Yeh', ',', 'chairman', 'of', 'Dongguan', ""'s"", 'Powin', 'Electric', ',', 'which', 'makes', 'cable', 'for', 'the', 'telecoms', 'industry', '.']",""" We do n't take much of a break for the Chinese New Year 's holidays , "" says Andrew Yeh , chairman of Dongguan 's Powin Electric , which makes cable for the telecoms industry .","[[41, 24, 35], [41, 1, 1], [24, 24, 25]]"
['mz/sinorama/10/ectb_1009'],"['""', 'By', 'the', 'morning', 'of', 'the', 'third', 'day', 'we', 'start', 'up', 'again', 'with', 'three', 'shifts', ',', 'just', 'like', 'any', 'other', 'day', '.']",""" By the morning of the third day we start up again with three shifts , just like any other day .","[[41, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['We', 'ca', ""n't"", 'keep', 'up', 'with', 'our', 'orders', 'and', 'have', 'got', 'to', 'squeeze', 'five', 'days', 'of', 'work', 'into', 'every', '24', 'hours', '.', '""']","We ca n't keep up with our orders and have got to squeeze five days of work into every 24 hours . ""","[[41, 0, 0], [41, 6, 6]]"
['mz/sinorama/10/ectb_1009'],"['In', 'the', 'busy', 'Fucheng', 'district', ',', 'you', 'find', 'the', 'Taiwanese', 'bars', ',', 'covered', 'from', 'door', 'to', 'rooftop', 'with', 'flashing', 'lights']","In the busy Fucheng district , you find the Taiwanese bars , covered from door to rooftop with flashing lights",[]
['mz/sinorama/10/ectb_1009'],['.'],.,[]
['mz/sinorama/10/ectb_1009'],"['The', 'lights', ',', 'like', 'the', 'karaoke', 'singing', 'within', 'them', ',', 'pulsate', 'until', 'dawn', 'no', 'matter', 'the', 'season', '.']","The lights , like the karaoke singing within them , pulsate until dawn no matter the season .","[[56, 8, 8], [56, 0, 8]]"
['mz/sinorama/10/ectb_1009'],"['Inside', 'there', 'is', 'a', 'raucous', 'crowd', '.']",Inside there is a raucous crowd .,[]
['mz/sinorama/10/ectb_1009'],"['A', 'Taiwanese', 'businessman', 'down', 'from', 'Harbin', 'boasts', 'that', 'his', 'auto', 'plant', 'up', 'in', 'the', 'northeast', 'sits', 'on', 'a', 'lot', 'as', 'vast', 'as', 'Taipei', 'City', 'and', 'has', 'a', 'green', 'light', 'to', 'sell', 'on', 'the', 'domestic', 'market', '.']",A Taiwanese businessman down from Harbin boasts that his auto plant up in the northeast sits on a lot as vast as Taipei City and has a green light to sell on the domestic market .,"[[4, 22, 23], [59, 0, 5], [59, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['In', 'another', 'room', 'a', 'Taiwanese', 'businessman', 'based', 'in', 'Dongguan', 'carouses', 'with', 'a', 'party', 'cadre', 'from', 'Yunnan', 'who', 'is', 'trying', 'to', 'attract', 'investment', '.']",In another room a Taiwanese businessman based in Dongguan carouses with a party cadre from Yunnan who is trying to attract investment .,"[[24, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['Ju', 'Gao', '-', 'jeng', ',', 'a', 'former', 'ROC', 'legislator', 'who', 'now', 'has', 'an', 'academic', 'post', 'in', 'Beijing', ',', 'is', 'talking', 'to', 'a', 'reporter', 'from', 'Taipei', 'about', 'the', 'ROC', 'presidential', 'elections', '-', 'a', 'hot', 'topic', 'of', 'conversation', 'on', 'both', 'sides', 'of', 'the', 'Taiwan', 'strait', '.']","Ju Gao - jeng , a former ROC legislator who now has an academic post in Beijing , is talking to a reporter from Taipei about the ROC presidential elections - a hot topic of conversation on both sides of the Taiwan strait .","[[53, 27, 27], [53, 7, 7], [4, 24, 24]]"
['mz/sinorama/10/ectb_1009'],"['Amid', 'all', 'the', 'merrymaking', ',', 'one', 'gets', 'a', 'sense', 'of', 'what', 'Shanghai', 'must', 'have', 'been', 'like', 'in', 'the', 'thirties', '.']","Amid all the merrymaking , one gets a sense of what Shanghai must have been like in the thirties .","[[44, 11, 11]]"
['mz/sinorama/10/ectb_1009'],"['In', 'Dongguan', 'at', 'the', 'turn', 'of', 'the', '21st', 'century', ',', 'however', ',', 'it', 'is', 'the', 'Taiwanese', 'business', 'people', 'who', 'have', 'been', 'playing', 'the', 'leading', 'roles', '.']","In Dongguan at the turn of the 21st century , however , it is the Taiwanese business people who have been playing the leading roles .","[[24, 1, 1]]"
['mz/sinorama/10/ectb_1009'],"['High', 'concentration', 'of', 'Taiwan', 'firms']",High concentration of Taiwan firms,"[[42, 3, 3]]"
['mz/sinorama/10/ectb_1009'],"['Before', 'the', '21st', 'century', 'had', 'even', 'arrived', ',', 'a', 'bright', 'economic', 'star', 'had', 'risen', 'over', 'southern', 'China', '.']","Before the 21st century had even arrived , a bright economic star had risen over southern China .",[]
['mz/sinorama/10/ectb_1009'],"['Ever', 'since', 'economic', 'reforms', 'accelerated', 'on', 'the', 'mainland', 'when', 'Deng', 'Xiaoping', 'made', 'a', 'tour', 'of', 'the', 'south', 'in', 'early', '1992', ',', 'four', 'southern', 'Cantonese', 'cities', '-', 'Zhongshan', ',', 'Dongguan', ',', 'Shunde', ',', 'and', 'Nanhai', '-', 'have', 'earned', 'a', 'reputation', 'as', 'the', '""', 'four', 'tigers', '""', 'of', 'Guangdong', 'Province', '.']","Ever since economic reforms accelerated on the mainland when Deng Xiaoping made a tour of the south in early 1992 , four southern Cantonese cities - Zhongshan , Dongguan , Shunde , and Nanhai - have earned a reputation as the "" four tigers "" of Guangdong Province .","[[51, 6, 7], [32, 46, 47], [77, 28, 28]]"
['mz/sinorama/10/ectb_1009'],"['Dongguan', 'leads', 'the', 'pack', '.']",Dongguan leads the pack .,"[[77, 0, 0]]"
['mz/sinorama/10/ectb_1009'],"['""', 'The', 'year', 'before', 'last', 'its', 'total', 'exports', 'were', 'third', 'on', 'the', 'mainland', ',', 'trailing', 'only', 'Shenzhen', ""'s"", 'and', 'Shanghai', ""'s"", ',', '""', 'says', 'Jiang', 'Suwu', ',', 'a', 'graduate', 'of', 'Wuhan', 'University', ""'s"", 'Chinese', 'department', 'who', 'came', 'south', 'to', 'work', 'in', 'the', 'planning', 'department', 'of', 'a', 'Taiwan', 'firm', 'in', 'Dongguan', '.']",""" The year before last its total exports were third on the mainland , trailing only Shenzhen 's and Shanghai 's , "" says Jiang Suwu , a graduate of Wuhan University 's Chinese department who came south to work in the planning department of a Taiwan firm in Dongguan .","[[51, 11, 12], [19, 27, 49], [19, 24, 25], [77, 5, 5], [77, 49, 49], [42, 46, 46], [45, 16, 17]]"
['mz/sinorama/10/ectb_1009'],"['""', 'It', 'had', 'more', 'than', '15,000', 'foreign', ',', 'Taiwan', ',', 'and', 'Hong', 'Kong', 'firms', ',', 'and', 'economic', 'growth', 'for', 'that', 'year', 'reached', '26', '%', '.', '""']",""" It had more than 15,000 foreign , Taiwan , and Hong Kong firms , and economic growth for that year reached 26 % . ""","[[36, 11, 12], [42, 8, 8], [77, 1, 1]]"
['mz/sinorama/10/ectb_1009'],"['In', 'ancient', 'times', 'Dongguan', 'was', 'covered', 'with', 'lichee', 'plantations', 'whose', 'fruit', 'was', 'favored', 'by', 'the', 'imperial', 'consort', 'Yang', 'Guifei', '.']",In ancient times Dongguan was covered with lichee plantations whose fruit was favored by the imperial consort Yang Guifei .,"[[77, 3, 3]]"
['mz/sinorama/10/ectb_1009'],"['Just', 'a', 'little', 'more', 'than', 'a', 'decade', 'ago', 'Dongguan', 'was', 'still', 'a', 'largely', 'agricultural', 'area', ',', 'its', 'landscape', 'a', 'patchwork', 'of', 'rice', 'paddies', 'and', 'corn', 'fields', '.']","Just a little more than a decade ago Dongguan was still a largely agricultural area , its landscape a patchwork of rice paddies and corn fields .","[[77, 16, 16], [77, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['It', 'has', 'since', 'been', 'completely', 'made', 'over', 'into', 'a', '""', 'boundless', 'industrial', 'park', '""', 'with', 'an', 'area', 'of', '2,520', 'square', 'kilometers', ',', 'a', 'population', 'of', 'more', 'than', '5', 'million', ',', 'and', 'more', 'than', '3,000', 'Taiwan', 'firms', '.']","It has since been completely made over into a "" boundless industrial park "" with an area of 2,520 square kilometers , a population of more than 5 million , and more than 3,000 Taiwan firms .","[[42, 34, 34], [77, 0, 0]]"
['mz/sinorama/10/ectb_1009'],"['Chang', 'Han', '-', 'wen', ',', 'the', 'chairman', 'of', 'the', 'Taiwan', 'Business', 'Association', 'of', 'Dongguan', '-LRB-', 'TBAD', '-RRB-', ',', 'says', 'that', 'development', 'started', 'in', 'the', 'late', '1980s', '.']","Chang Han - wen , the chairman of the Taiwan Business Association of Dongguan -LRB- TBAD -RRB- , says that development started in the late 1980s .","[[14, 8, 16], [77, 13, 13]]"
['mz/sinorama/10/ectb_1009'],"['Hong', 'Kong', 'firms', ',', 'with', 'their', 'proximity', 'and', 'fluent', 'Cantonese', '-LRB-', 'also', 'the', 'local', 'dialect', 'in', 'Dongguan', '-RRB-', ',', 'were', 'first', '.']","Hong Kong firms , with their proximity and fluent Cantonese -LRB- also the local dialect in Dongguan -RRB- , were first .","[[77, 16, 16], [5, 0, 2], [5, 5, 5], [36, 0, 1]]"
['mz/sinorama/10/ectb_1009'],"['The', 'Taiwanese', ',', 'first', 'coming', 'about', '1989', ',', 'followed', '.']","The Taiwanese , first coming about 1989 , followed .",[]
['mz/sinorama/10/ectb_1009'],"['Each', 'arrival', 'seemed', 'to', 'bring', 'many', 'more', 'on', 'its', 'heels', '.']",Each arrival seemed to bring many more on its heels .,"[[8, 8, 8], [8, 0, 1]]"
['mz/sinorama/10/ectb_1009'],"['Taiwan', 'firms', 'are', 'now', 'the', 'most', 'important', 'source', 'of', 'foreign', 'investment', 'in', 'Dongguan', '.']",Taiwan firms are now the most important source of foreign investment in Dongguan .,"[[77, 12, 12]]"
['mz/sinorama/10/ectb_1009'],"['Consider', 'the', 'booming', 'electronics', 'industry', '.']",Consider the booming electronics industry .,[]
['mz/sinorama/10/ectb_1009'],"['Eighty', 'percent', 'of', 'Dongguan', ""'s"", '1,800', 'computer', '-', 'related', 'companies', 'are', 'from', 'Taiwan', ',', 'Hong', 'Kong', 'and', 'Macau', '.']","Eighty percent of Dongguan 's 1,800 computer - related companies are from Taiwan , Hong Kong and Macau .","[[11, 0, 9], [77, 3, 4], [36, 14, 15], [42, 12, 12]]"
['mz/sinorama/10/ectb_1009'],"['In', 'terms', 'of', 'production', 'value', ',', 'they', 'account', 'for', 'at', 'least', 'half', 'of', 'this', 'RMB', '50', 'billion', 'local', 'industry', '.']","In terms of production value , they account for at least half of this RMB 50 billion local industry .","[[11, 6, 6]]"
['mz/sinorama/10/ectb_1009'],"['Dongguan', 'holds', 'the', 'highest', 'concentration', 'of', 'Taiwan', 'firms', 'anywhere', 'on', 'the', 'mainland', '.']",Dongguan holds the highest concentration of Taiwan firms anywhere on the mainland .,"[[42, 6, 6], [51, 10, 11], [77, 0, 0]]"
['mz/sinorama/10/ectb_1009'],"['According', 'to', 'TBAD', 'statistics', ',', 'there', 'are', 'now', '30,000', 'Taiwanese', 'companies', 'on', 'the', 'mainland', ',', '-LRB-', 'official', 'PRC', 'statistics', ',', 'which', 'include', 'service', '-', 'industry', 'firms', ',', 'put', 'the', 'number', 'at', '45,000', '-RRB-', '.']","According to TBAD statistics , there are now 30,000 Taiwanese companies on the mainland , -LRB- official PRC statistics , which include service - industry firms , put the number at 45,000 -RRB- .","[[51, 12, 13], [14, 2, 2]]"
['mz/sinorama/10/ectb_1009'],"['Guangdong', 'Province', 'can', 'boast', 'one', '-', 'third', 'of', 'the', 'total', ',', 'of', 'which', '3,200', 'are', 'in', 'Dongguan', '.']","Guangdong Province can boast one - third of the total , of which 3,200 are in Dongguan .","[[32, 0, 1], [77, 16, 16]]"
['mz/sinorama/10/ectb_1009'],"['Most', 'of', 'these', 'are', 'telecom', ',', 'cable', ',', 'plastics', ',', 'shoes', ',', 'electronics', 'and', 'electric', 'machinery', 'companies', '.']","Most of these are telecom , cable , plastics , shoes , electronics and electric machinery companies .",[]
['mz/sinorama/10/ectb_1009'],"['Why', 'has', 'Dongguan', 'been', 'such', 'a', 'magnet', 'for', 'Taiwan', 'firms', '?']",Why has Dongguan been such a magnet for Taiwan firms ?,"[[77, 2, 2], [42, 8, 8]]"
['mz/sinorama/10/ectb_1009'],"['Kao', 'Wen', '-', 'lai', 'points', 'out', 'that', 'Dongguan', 'is', 'strategically', 'located', 'between', 'Shenzhen', 'and', 'Guangzhou', '-LRB-', 'Canton', '-RRB-', 'and', 'accessible', 'to', 'the', 'entire', 'Pearl', 'River', 'delta', '.']",Kao Wen - lai points out that Dongguan is strategically located between Shenzhen and Guangzhou -LRB- Canton -RRB- and accessible to the entire Pearl River delta .,"[[77, 7, 7], [45, 12, 12]]"
['mz/sinorama/10/ectb_1009'],"['It', 'is', 'three', 'hours', 'by', 'car', 'to', 'Hong', 'Kong', 'and', 'one', 'and', 'a', 'half', 'hours', 'by', 'boat', 'to', 'Humen', '.']",It is three hours by car to Hong Kong and one and a half hours by boat to Humen .,"[[36, 7, 8]]"
['mz/sinorama/10/ectb_1009'],"['When', 'compared', 'to', 'Shenzhen', ',', 'moreover', ',', 'land', 'and', 'labor', 'in', 'Dongguan', 'are', 'cheap', '.']","When compared to Shenzhen , moreover , land and labor in Dongguan are cheap .","[[45, 3, 3], [77, 11, 11]]"
['mz/sinorama/10/ectb_1009'],"['""', 'The', 'local', 'cadres', 'have', 'been', 'smart', ',', 'providing', 'all', 'manner', 'of', 'land', 'and', 'tax', 'incentives', ',', '""', 'says', 'Chen', 'Ming', '-', 'chih', ',', 'TBAD', ""'s"", 'secretary', 'general', '.']",""" The local cadres have been smart , providing all manner of land and tax incentives , "" says Chen Ming - chih , TBAD 's secretary general .","[[14, 24, 25]]"
['mz/sinorama/10/ectb_1009'],"['Two', 'keys', 'to', 'the', 'miracle']",Two keys to the miracle,[]
